RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          479     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 4563 5994     0     0  con    0  1.0D+00  7.7D-04  3.242D-09  8.359D-10
 4564 5995     0     0  con    0  1.0D+00  1.5D-03  6.030D-09  8.359D-10
 4565 5996     0     0  con    0  1.0D+00  9.0D-04  6.753D-09  8.358D-10
 4566 5998     0     0  con    1  3.9D-01  6.4D-04  9.427D-09  8.357D-10
 4567 5999     0     0  con    0  1.0D+00  7.9D-04  5.270D-09  8.355D-10
 4568 6000     0     0  con    0  1.0D+00  3.9D-04  2.873D-09  8.353D-10
 4569 6001     0     0  con    0  1.0D+00  2.2D-04  7.316D-09  8.350D-10
 4570 6003     0     0  con    1  5.0D-01  7.1D-04  4.406D-09  8.349D-10
 4571 6004     0     0  con    0  1.0D+00  1.9D-04  2.937D-09  8.349D-10
 4572 6005     0     0  con    0  1.0D+00  1.4D-03  4.761D-09  8.348D-10
 4573 6006     0     0  con    0  1.0D+00  9.6D-04  3.340D-09  8.347D-10
 4574 6007     0     0  con    0  1.0D+00  2.7D-03  6.274D-09  8.347D-10
 4575 6008     0     0  con    0  1.0D+00  7.8D-04  2.473D-09  8.345D-10
 4576 6009     0     0  con    0  1.0D+00  6.7D-04  2.918D-09  8.343D-10
 4577 6010     0     0  con    0  1.0D+00  4.2D-04  4.292D-09  8.340D-10
 4578 6012     0     0  con    1  2.9D-01  1.9D-04  5.699D-09  8.339D-10
 4579 6013     0     0  con    0  1.0D+00  2.0D-04  3.654D-09  8.337D-10
 4580 6014     0     0  con    0  1.0D+00  4.3D-04  2.215D-09  8.336D-10
 4581 6015     0     0  con    0  1.0D+00  4.2D-04  1.042D-08  8.334D-10
 4582 6016     0     0  con    0  1.0D+00  6.7D-05  3.963D-09  8.333D-10
 4583 6017     0     0  con    0  1.0D+00  1.1D-04  2.265D-09  8.332D-10
 4584 6018     0     0  con    0  1.0D+00  3.9D-04  4.123D-09  8.330D-10
 4585 6019     0     0  con    0  1.0D+00  9.6D-05  4.332D-09  8.329D-10
 4586 6020     0     0  con    0  1.0D+00  5.0D-04  5.029D-09  8.327D-10
 4587 6021     0     0  con    0  1.0D+00  5.8D-04  7.032D-09  8.325D-10
 4588 6022     0     0  con    0  1.0D+00  7.1D-04  3.209D-09  8.322D-10
 4589 6023     0     0  con    0  1.0D+00  1.5D-03  4.489D-09  8.318D-10
 4590 6024     0     0  con    0  1.0D+00  3.3D-04  1.170D-08  8.317D-10
 4591 6025     0     0  con    0  1.0D+00  1.8D-04  3.941D-09  8.316D-10
 4592 6026     0     0  con    0  1.0D+00  3.9D-05  5.448D-09  8.316D-10
 4593 6027     0     0  con    0  1.0D+00  1.6D-04  8.497D-09  8.314D-10
 4594 6028     0     0  con    0  1.0D+00  2.8D-04  7.538D-09  8.314D-10
 4595 6030     0     0  con    1  3.2D-01  2.4D-04  6.469D-09  8.313D-10
 4596 6032     0     0  con    1  2.6D-01  2.4D-04  4.697D-09  8.313D-10
 4597 6033     0     0  con    0  1.0D+00  8.2D-04  3.002D-09  8.313D-10
 4598 6035     0     0  con    1  2.2D-01  1.9D-05  2.504D-09  8.313D-10
 4599 6036     0     0  con    0  1.0D+00  1.2D-04  1.627D-09  8.313D-10
 4600 6037     0     0  con    0  1.0D+00  1.5D-05  1.595D-09  8.313D-10
 4601 6038     0     0  con    0  1.0D+00  1.7D-04  1.274D-09  8.312D-10
 4602 6039     0     0  con    0  1.0D+00  1.3D-04  3.345D-09  8.311D-10
 4603 6040     0     0  con    0  1.0D+00  1.3D-04  3.180D-09  8.310D-10
 4604 6041     0     0  con    0  1.0D+00  4.6D-04  3.402D-09  8.309D-10
 4605 6042     0     0  con    0  1.0D+00  3.0D-04  2.180D-09  8.308D-10
 4606 6044     0     0  con    1  1.6D-01  1.4D-04  6.941D-09  8.308D-10
 4607 6045     0     0  con    0  1.0D+00  5.1D-04  3.808D-09  8.307D-10
 4608 6046     0     0  con    0  1.0D+00  1.6D-04  2.464D-09  8.306D-10
 4609 6047     0     0  con    0  1.0D+00  4.8D-04  1.793D-08  8.303D-10
 4610 6048     0     0  con    0  1.0D+00  6.6D-04  9.190D-09  8.300D-10
 4611 6049     0     0  con    0  1.0D+00  5.4D-04  4.606D-09  8.298D-10
 4612 6050     0     0  con    0  1.0D+00  8.5D-04  4.551D-09  8.296D-10
 4613 6052     0     0  con    1  5.1D-01  1.9D-04  4.774D-09  8.295D-10
 4614 6053     0     0  con    0  1.0D+00  2.5D-04  2.357D-09  8.295D-10
 4615 6054     0     0  con    0  1.0D+00  2.7D-04  1.548D-09  8.294D-10
 4616 6055     0     0  con    0  1.0D+00  4.0D-04  2.108D-09  8.293D-10
 4617 6056     0     0  con    0  1.0D+00  3.7D-04  1.106D-08  8.292D-10
 4618 6057     0     0  con    0  1.0D+00  1.6D-04  2.262D-09  8.291D-10
 4619 6058     0     0  con    0  1.0D+00  2.2D-04  1.169D-09  8.291D-10
 4620 6059     0     0  con    0  1.0D+00  2.4D-04  1.784D-09  8.290D-10
 4621 6060     0     0  con    0  1.0D+00  8.3D-05  2.383D-09  8.290D-10
 4622 6061     0     0  con    0  1.0D+00  1.3D-04  2.189D-09  8.290D-10
 4623 6063     0     0  con    1  7.7D-02  3.7D-05  3.311D-09  8.290D-10
 4624 6064     0     0  con    0  1.0D+00  6.6D-05  2.598D-09  8.290D-10
 4625 6065     0     0  con    0  1.0D+00  3.7D-04  4.315D-09  8.290D-10
 4626 6066     0     0  con    0  1.0D+00  1.1D-04  4.386D-09  8.290D-10
 4627 6067     0     0  con    0  1.0D+00  2.7D-04  4.076D-09  8.289D-10
 4628 6068     0     0  con    0  1.0D+00  5.8D-04  4.378D-09  8.288D-10
 4629 6069     0     0  con    0  1.0D+00  5.7D-04  4.292D-09  8.287D-10
 4630 6070     0     0  con    0  1.0D+00  6.6D-04  5.255D-09  8.284D-10
 4631 6072     0     0  con    1  3.2D-01  2.0D-04  8.168D-09  8.283D-10
 4632 6073     0     0  con    0  1.0D+00  2.7D-04  2.992D-09  8.281D-10
 4633 6074     0     0  con    0  1.0D+00  1.7D-04  2.459D-09  8.280D-10
 4634 6075     0     0  con    0  1.0D+00  1.4D-04  4.672D-09  8.279D-10
 4635 6076     0     0  con    0  1.0D+00  3.6D-04  3.928D-09  8.278D-10
 4636 6078     0     0  con    1  2.8D-01  4.9D-04  1.106D-08  8.277D-10
 4637 6079     0     0  con    0  1.0D+00  6.4D-04  5.204D-09  8.275D-10
 4638 6080     0     0  con    0  1.0D+00  1.0D-03  3.644D-09  8.275D-10
 4639 6081     0     0  con    0  1.0D+00  7.6D-04  4.460D-09  8.274D-10
 4640 6082     0     0  con    0  1.0D+00  6.5D-04  3.059D-09  8.274D-10
 4641 6083     0     0  con    0  1.0D+00  1.9D-03  8.317D-09  8.272D-10
 4642 6084     0     0  con    0  1.0D+00  2.0D-03  7.843D-09  8.268D-10
 4643 6086     0     0  con    1  2.5D-01  7.2D-04  1.538D-08  8.267D-10
 4644 6087     0     0  con    0  1.0D+00  5.1D-04  1.165D-08  8.263D-10
 4645 6088     0     0  con    0  1.0D+00  7.5D-04  1.518D-08  8.257D-10
 4646 6090     0     0  con    1  3.1D-01  1.4D-03  7.965D-09  8.252D-10
 4647 6091     0     0  con    0  1.0D+00  3.7D-04  5.015D-09  8.248D-10
 4648 6092     0     0  con    0  1.0D+00  1.8D-03  6.170D-09  8.245D-10
 4649 6094     0     0  con    1  9.8D-02  3.5D-04  4.014D-09  8.244D-10
 4650 6095     0     0  con    0  1.0D+00  2.6D-04  3.914D-09  8.244D-10
 4651 6096     0     0  con    0  1.0D+00  5.7D-04  2.319D-09  8.243D-10
 4652 6097     0     0  con    0  1.0D+00  9.1D-04  3.123D-09  8.241D-10
 4653 6098     0     0  con    0  1.0D+00  1.2D-03  8.647D-09  8.237D-10
 4654 6100     0     0  con    1  4.2D-01  1.4D-03  1.501D-08  8.235D-10
 4655 6101     0     0  con    0  1.0D+00  9.4D-04  9.201D-09  8.228D-10
 4656 6102     0     0  con    0  1.0D+00  2.6D-03  6.624D-09  8.214D-10
 4657 6103     0     0  con    0  1.0D+00  2.9D-03  3.878D-09  8.206D-10
 4658 6105     0     0  con    1  2.9D-01  3.1D-03  1.324D-08  8.202D-10
 4659 6106     0     0  con    0  1.0D+00  4.7D-03  6.219D-09  8.197D-10
 4660 6107     0     0  con    0  1.0D+00  3.0D-03  8.682D-09  8.193D-10
 4661 6108     0     0  con    0  1.0D+00  5.0D-03  6.523D-09  8.191D-10
 4662 6109     0     0  con    0  1.0D+00  2.8D-04  4.787D-09  8.188D-10
 4663 6110     0     0  con    0  1.0D+00  9.2D-04  1.334D-08  8.184D-10
 4664 6111     0     0  con    0  1.0D+00  1.9D-03  1.358D-08  8.180D-10
 4665 6112     0     0  con    0  1.0D+00  5.2D-03  1.282D-08  8.177D-10
 4666 6113     0     0  con    0  1.0D+00  2.9D-03  1.063D-08  8.175D-10
 4667 6114     0     0  con    0  1.0D+00  2.7D-04  9.301D-09  8.174D-10
 4668 6115     0     0  con    0  1.0D+00  1.9D-03  1.186D-08  8.168D-10
 4669 6116     0     0  con    0  1.0D+00  1.5D-03  8.174D-09  8.164D-10
 4670 6118     0     0  con    1  4.9D-01  1.1D-03  5.082D-09  8.163D-10
 4671 6119     0     0  con    0  1.0D+00  7.7D-04  1.108D-09  8.161D-10
 4672 6120     0     0  con    0  1.0D+00  1.7D-04  8.543D-10  8.160D-10
 4673 6121     0     0  con    0  1.0D+00  3.8D-04  6.690D-09  8.160D-10
 4674 6122     0     0  con    0  1.0D+00  1.2D-04  2.336D-09  8.160D-10
 4675 6123     0     0  con    0  1.0D+00  1.6D-04  1.522D-09  8.159D-10
 4676 6124     0     0  con    0  1.0D+00  3.3D-04  4.215D-09  8.158D-10
 4677 6125     0     0  con    0  1.0D+00  3.1D-04  3.875D-09  8.158D-10
 4678 6127     0     0  con    1  4.0D-01  1.4D-04  3.665D-09  8.158D-10
 4679 6128     0     0  con    0  1.0D+00  1.3D-04  1.183D-09  8.157D-10
 4680 6129     0     0  con    0  1.0D+00  6.6D-05  2.313D-09  8.157D-10
 4681 6130     0     0  con    0  1.0D+00  2.1D-04  6.263D-09  8.157D-10
 4682 6131     0     0  con    0  1.0D+00  4.5D-04  1.068D-08  8.156D-10
 4683 6132     0     0  con    0  1.0D+00  9.3D-04  1.482D-08  8.155D-10
 4684 6133     0     0  con    0  1.0D+00  1.4D-03  1.239D-08  8.154D-10
 4685 6135     0     0  con    1  2.7D-01  7.2D-04  1.658D-08  8.153D-10
 4686 6136     0     0  con    0  1.0D+00  1.3D-03  3.653D-09  8.151D-10
 4687 6137     0     0  con    0  1.0D+00  6.4D-05  5.620D-09  8.151D-10
 4688 6138     0     0  con    0  1.0D+00  1.9D-04  1.048D-08  8.150D-10
 4689 6139     0     0  con    0  1.0D+00  8.6D-05  1.330D-08  8.150D-10
 4690 6140     0     0  con    0  1.0D+00  7.1D-04  1.542D-08  8.148D-10
 4691 6142     0     0  con    1  2.3D-01  8.1D-04  1.799D-08  8.147D-10
 4692 6143     0     0  con    0  1.0D+00  1.9D-03  8.689D-09  8.144D-10
 4693 6144     0     0  con    0  1.0D+00  8.9D-04  2.362D-09  8.143D-10
 4694 6145     0     0  con    0  1.0D+00  5.1D-04  5.210D-09  8.142D-10
 4695 6146     0     0  con    0  1.0D+00  2.6D-04  8.398D-09  8.141D-10
 4696 6147     0     0  con    0  1.0D+00  5.6D-04  1.262D-08  8.140D-10
 4697 6148     0     0  con    0  1.0D+00  1.0D-03  1.346D-08  8.138D-10
 4698 6149     0     0  con    0  1.0D+00  3.1D-03  1.746D-08  8.135D-10
 4699 6151     0     0  con    1  3.8D-01  2.0D-03  5.421D-09  8.134D-10
 4700 6152     0     0  con    0  1.0D+00  7.7D-04  6.082D-09  8.131D-10
 4701 6153     0     0  con    0  1.0D+00  4.3D-04  9.886D-09  8.130D-10
 4702 6154     0     0  con    0  1.0D+00  6.9D-05  1.286D-08  8.129D-10
 4703 6155     0     0  con    0  1.0D+00  8.0D-04  2.228D-08  8.129D-10
 4704 6156     0     0  con    0  1.0D+00  5.6D-04  6.546D-09  8.126D-10
 4705 6157     0     0  con    0  1.0D+00  5.5D-04  8.568D-09  8.124D-10
 4706 6158     0     0  con    0  1.0D+00  5.9D-04  8.363D-09  8.124D-10
 4707 6159     0     0  con    0  1.0D+00  1.5D-04  4.342D-09  8.123D-10
 4708 6160     0     0  con    0  1.0D+00  3.0D-03  6.410D-09  8.122D-10
 4709 6161     0     0  con    0  1.0D+00  1.3D-03  1.327D-08  8.120D-10
 4710 6162     0     0  con    0  1.0D+00  1.7D-03  1.825D-08  8.120D-10
 4711 6163     0     0  con    0  1.0D+00  1.5D-03  1.176D-08  8.119D-10
 4712 6164     0     0  con    0  1.0D+00  6.3D-04  8.335D-09  8.116D-10
 4713 6165     0     0  con    0  1.0D+00  1.6D-03  6.862D-09  8.112D-10
 4714 6166     0     0  con    0  1.0D+00  4.4D-03  1.681D-08  8.104D-10
 4715 6167     0     0  con    0  1.0D+00  6.6D-03  1.590D-08  8.097D-10
 4716 6169     0     0  con    1  2.3D-01  1.4D-03  4.087D-09  8.096D-10
 4717 6170     0     0  con    0  1.0D+00  3.6D-03  3.119D-09  8.095D-10
 4718 6171     0     0  con    0  1.0D+00  1.1D-03  4.524D-09  8.094D-10
 4719 6172     0     0  con    0  1.0D+00  3.1D-03  7.749D-09  8.093D-10
 4720 6173     0     0  con    0  1.0D+00  4.7D-03  1.108D-08  8.090D-10
 4721 6174     0     0  con    0  1.0D+00  5.2D-03  8.223D-09  8.086D-10
 4722 6175     0     0  con    0  1.0D+00  9.3D-03  1.433D-08  8.074D-10
 4723 6176     0     0  con    0  1.0D+00  8.8D-03  2.636D-08  8.059D-10
 4724 6177     0     0  con    0  1.0D+00  4.5D-03  1.167D-08  8.046D-10
 4725 6178     0     0  con    0  1.0D+00  3.5D-03  6.364D-09  8.037D-10
 4726 6179     0     0  con    0  1.0D+00  4.6D-03  1.211D-08  8.028D-10
 4727 6180     0     0  con    0  1.0D+00  1.0D-02  2.373D-08  8.013D-10
 4728 6182     0     0  con    1  1.1D-01  2.1D-03  1.198D-08  8.010D-10
 4729 6183     0     0  con    0  1.0D+00  7.4D-03  9.785D-09  8.003D-10
 4730 6184     0     0  con    0  1.0D+00  3.0D-03  6.396D-09  7.998D-10
 4731 6185     0     0  con    0  1.0D+00  2.3D-03  6.188D-09  7.994D-10
 4732 6186     0     0  con    0  1.0D+00  3.4D-03  1.007D-08  7.989D-10
 4733 6187     0     0  con    0  1.0D+00  9.2D-03  2.013D-08  7.979D-10
 4734 6188     0     0  con    0  1.0D+00  1.4D-02  2.980D-08  7.978D-10
 4735 6189     0     0  con    0  1.0D+00  5.3D-03  1.508D-08  7.964D-10
 4736 6190     0     0  con    0  1.0D+00  4.2D-04  1.241D-08  7.956D-10
 4737 6191     0     0  con    0  1.0D+00  1.6D-03  1.021D-08  7.951D-10
 4738 6192     0     0  con    0  1.0D+00  2.5D-03  1.438D-08  7.947D-10
 4739 6193     0     0  con    0  1.0D+00  5.5D-03  1.447D-08  7.940D-10
 4740 6194     0     0  con    0  1.0D+00  9.3D-03  2.478D-08  7.930D-10
 4741 6196     0     0  con    1  2.4D-01  4.1D-03  1.259D-08  7.927D-10
 4742 6197     0     0  con    0  1.0D+00  4.3D-03  6.913D-09  7.922D-10
 4743 6198     0     0  con    0  1.0D+00  6.3D-04  4.074D-09  7.921D-10
 4744 6199     0     0  con    0  1.0D+00  3.6D-04  3.545D-09  7.920D-10
 4745 6200     0     0  con    0  1.0D+00  3.9D-04  5.579D-09  7.919D-10
 4746 6201     0     0  con    0  1.0D+00  3.1D-04  7.601D-09  7.917D-10
 4747 6202     0     0  con    0  1.0D+00  2.4D-03  1.429D-08  7.913D-10
 4748 6203     0     0  con    0  1.0D+00  3.7D-03  5.013D-09  7.909D-10
 4749 6204     0     0  con    0  1.0D+00  1.7D-03  2.496D-09  7.908D-10
 4750 6205     0     0  con    0  1.0D+00  2.5D-03  4.433D-09  7.907D-10
 4751 6206     0     0  con    0  1.0D+00  1.6D-03  6.239D-09  7.905D-10
 4752 6207     0     0  con    0  1.0D+00  5.3D-03  5.418D-09  7.901D-10
 4753 6209     0     0  con    1  3.5D-01  1.7D-03  1.918D-08  7.900D-10
 4754 6210     0     0  con    0  1.0D+00  1.5D-03  9.502D-09  7.897D-10
 4755 6211     0     0  con    0  1.0D+00  5.2D-04  1.465D-09  7.896D-10
 4756 6212     0     0  con    0  1.0D+00  1.1D-03  2.131D-09  7.895D-10
 4757 6213     0     0  con    0  1.0D+00  9.7D-04  3.131D-09  7.893D-10
 4758 6214     0     0  con    0  1.0D+00  1.4D-03  5.044D-09  7.890D-10
 4759 6216     0     0  con    1  1.3D-01  3.0D-04  1.823D-08  7.889D-10
 4760 6217     0     0  con    0  1.0D+00  1.6D-03  1.865D-08  7.886D-10
 4761 6218     0     0  con    0  1.0D+00  7.3D-03  1.146D-08  7.880D-10
 4762 6219     0     0  con    0  1.0D+00  4.6D-03  3.934D-09  7.874D-10
 4763 6220     0     0  con    0  1.0D+00  2.3D-03  4.470D-09  7.871D-10
 4764 6221     0     0  con    0  1.0D+00  1.8D-03  2.389D-09  7.868D-10
 4765 6222     0     0  con    0  1.0D+00  4.3D-03  2.755D-08  7.865D-10
 4766 6223     0     0  con    0  1.0D+00  1.0D-03  7.039D-09  7.860D-10
 4767 6224     0     0  con    0  1.0D+00  4.1D-04  6.919D-09  7.857D-10
 4768 6225     0     0  con    0  1.0D+00  1.3D-03  1.565D-08  7.852D-10
 4769 6226     0     0  con    0  1.0D+00  3.9D-03  1.303D-08  7.843D-10
 4770 6228     0     0  con    1  6.7D-02  3.1D-04  1.135D-08  7.843D-10
 4771 6229     0     0  con    0  1.0D+00  8.8D-04  6.385D-09  7.832D-10
 4772 6230     0     0  con    0  1.0D+00  1.5D-03  9.102D-09  7.819D-10
 4773 6232     0     0  con    1  3.6D-01  7.0D-03  1.618D-08  7.813D-10
 4774 6233     0     0  con    0  1.0D+00  6.0D-03  1.850D-08  7.800D-10
 4775 6234     0     0  con    0  1.0D+00  1.5D-02  3.086D-08  7.784D-10
 4776 6235     0     0  con    0  1.0D+00  7.7D-03  1.308D-08  7.766D-10
 4777 6236     0     0  con    0  1.0D+00  5.0D-03  4.327D-09  7.757D-10
 4778 6238     0     0  con    1  2.8D-01  1.8D-03  1.732D-08  7.755D-10
 4779 6239     0     0  con    0  1.0D+00  5.0D-03  4.602D-09  7.752D-10
 4780 6240     0     0  con    0  1.0D+00  1.3D-03  3.163D-09  7.751D-10
 4781 6241     0     0  con    0  1.0D+00  2.9D-03  4.947D-09  7.746D-10
 4782 6243     0     0  con    1  4.4D-01  7.4D-04  1.233D-08  7.743D-10
 4783 6244     0     0  con    0  1.0D+00  9.0D-05  4.688D-09  7.739D-10
 4784 6245     0     0  con    0  1.0D+00  9.0D-04  1.429D-08  7.729D-10
 4785 6246     0     0  con    0  1.0D+00  4.5D-04  2.167D-08  7.720D-10
 4786 6247     0     0  con    0  1.0D+00  9.9D-04  2.081D-08  7.707D-10
 4787 6249     0     0  con    1  2.0D-01  7.5D-03  2.232D-08  7.697D-10
 4788 6250     0     0  con    0  1.0D+00  6.6D-04  1.130D-08  7.675D-10
 4789 6251     0     0  con    0  1.0D+00  7.1D-03  1.244D-08  7.621D-10
 4790 6253     0     0  con    1  2.0D-01  7.4D-03  3.809D-08  7.606D-10
 4791 6254     0     0  con    0  1.0D+00  9.0D-03  2.398D-08  7.579D-10
 4792 6255     0     0  con    0  1.0D+00  6.6D-03  1.462D-08  7.569D-10
 4793 6257     0     0  con    1  3.0D-01  1.9D-03  1.619D-08  7.568D-10
 4794 6258     0     0  con    0  1.0D+00  5.9D-03  1.503D-08  7.568D-10
 4795 6259     0     0  con    0  1.0D+00  6.6D-04  8.643D-09  7.566D-10
 4796 6260     0     0  con    0  1.0D+00  1.6D-03  1.106D-08  7.562D-10
 4797 6261     0     0  con    0  1.0D+00  5.9D-03  2.867D-08  7.552D-10
 4798 6262     0     0  con    0  1.0D+00  9.9D-03  3.547D-08  7.541D-10
 4799 6263     0     0  con    0  1.0D+00  1.6D-02  2.417D-08  7.524D-10
 4800 6265     0     0  con    1  3.1D-01  5.5D-03  1.486D-08  7.518D-10
 4801 6266     0     0  con    0  1.0D+00  5.7D-03  1.710D-08  7.509D-10
 4802 6267     0     0  con    0  1.0D+00  4.1D-04  2.097D-08  7.506D-10
 4803 6268     0     0  con    0  1.0D+00  3.6D-04  2.699D-08  7.504D-10
 4804 6269     0     0  con    0  1.0D+00  3.3D-03  2.361D-08  7.502D-10
 4805 6270     0     0  con    0  1.0D+00  7.4D-03  7.909D-09  7.498D-10
 4806 6271     0     0  con    0  1.0D+00  1.7D-03  2.954D-09  7.497D-10
 4807 6272     0     0  con    0  1.0D+00  2.2D-03  8.568D-09  7.495D-10
 4808 6273     0     0  con    0  1.0D+00  2.0D-04  7.214D-09  7.492D-10
 4809 6274     0     0  con    0  1.0D+00  1.8D-04  1.479D-08  7.487D-10
 4810 6275     0     0  con    0  1.0D+00  1.1D-03  1.091D-08  7.482D-10
 4811 6276     0     0  con    0  1.0D+00  4.9D-03  8.340D-09  7.472D-10
 4812 6277     0     0  con    0  1.0D+00  6.5D-04  3.225D-08  7.467D-10
 4813 6278     0     0  con    0  1.0D+00  3.7D-04  1.124D-08  7.456D-10
 4814 6279     0     0  con    0  1.0D+00  8.5D-04  1.373D-08  7.449D-10
 4815 6280     0     0  con    0  1.0D+00  7.8D-04  8.882D-09  7.437D-10
 4816 6281     0     0  con    0  1.0D+00  2.2D-03  7.608D-09  7.426D-10
 4817 6282     0     0  con    0  1.0D+00  1.3D-03  1.249D-08  7.407D-10
 4818 6284     0     0  con    1  4.1D-01  3.8D-04  1.944D-08  7.398D-10
 4819 6285     0     0  con    0  1.0D+00  3.5D-03  1.566D-08  7.388D-10
 4820 6286     0     0  con    0  1.0D+00  5.1D-03  7.280D-09  7.378D-10
 4821 6287     0     0  con    0  1.0D+00  6.5D-03  1.434D-08  7.373D-10
 4822 6288     0     0  con    0  1.0D+00  6.6D-03  9.308D-09  7.362D-10
 4823 6289     0     0  con    0  1.0D+00  2.6D-02  2.556D-08  7.324D-10
 4824 6290     0     0  con    0  1.0D+00  4.4D-02  2.385D-08  7.277D-10
 4825 6292     0     0  con    1  1.3D-01  8.9D-03  4.270D-08  7.265D-10
 4826 6293     0     0  con    0  1.0D+00  2.7D-02  2.140D-08  7.236D-10
 4827 6294     0     0  con    0  1.0D+00  9.9D-03  9.644D-09  7.221D-10
 4828 6295     0     0  con    0  1.0D+00  9.0D-04  1.228D-08  7.216D-10
 4829 6296     0     0  con    0  1.0D+00  8.0D-04  9.583D-09  7.212D-10
 4830 6297     0     0  con    0  1.0D+00  3.7D-03  9.640D-09  7.209D-10
 4831 6298     0     0  con    0  1.0D+00  3.6D-03  1.061D-08  7.207D-10
 4832 6299     0     0  con    0  1.0D+00  1.6D-03  1.204D-08  7.205D-10
 4833 6300     0     0  con    0  1.0D+00  8.2D-03  5.897D-09  7.200D-10
 4834 6302     0     0  con    1  4.1D-01  2.4D-03  1.186D-08  7.199D-10
 4835 6303     0     0  con    0  1.0D+00  2.2D-03  1.051D-08  7.197D-10
 4836 6304     0     0  con    0  1.0D+00  4.2D-03  1.608D-08  7.196D-10
 4837 6305     0     0  con    0  1.0D+00  2.8D-03  3.816D-09  7.195D-10
 4838 6306     0     0  con    0  1.0D+00  1.9D-04  2.464D-09  7.194D-10
 4839 6307     0     0  con    0  1.0D+00  1.0D-03  2.729D-09  7.193D-10
 4840 6308     0     0  con    0  1.0D+00  9.7D-04  7.121D-09  7.188D-10
 4841 6309     0     0  con    0  1.0D+00  6.5D-03  7.259D-09  7.183D-10
 4842 6311     0     0  con    1  3.2D-01  5.0D-03  8.967D-09  7.181D-10
 4843 6312     0     0  con    0  1.0D+00  1.1D-02  3.830D-09  7.178D-10
 4844 6313     0     0  con    0  1.0D+00  8.4D-03  3.579D-09  7.176D-10
 4845 6314     0     0  con    0  1.0D+00  3.6D-03  2.484D-09  7.175D-10
 4846 6315     0     0  con    0  1.0D+00  8.5D-03  3.238D-09  7.171D-10
 4847 6316     0     0  con    0  1.0D+00  2.4D-02  2.310D-08  7.165D-10
 4848 6317     0     0  con    0  1.0D+00  4.4D-03  1.460D-08  7.157D-10
 4849 6318     0     0  con    0  1.0D+00  4.4D-03  3.489D-09  7.152D-10
 4850 6319     0     0  con    0  1.0D+00  4.0D-03  4.824D-09  7.149D-10
 4851 6320     0     0  con    0  1.0D+00  3.1D-03  5.029D-09  7.147D-10
 4852 6321     0     0  con    0  1.0D+00  5.4D-03  5.932D-09  7.144D-10
 4853 6323     0     0  con    1  4.0D-01  1.4D-03  8.363D-09  7.143D-10
 4854 6324     0     0  con    0  1.0D+00  3.2D-03  2.448D-09  7.142D-10
 4855 6325     0     0  con    0  1.0D+00  3.6D-04  7.562D-09  7.142D-10
 4856 6326     0     0  con    0  1.0D+00  6.7D-04  3.109D-09  7.141D-10
 4857 6327     0     0  con    0  1.0D+00  1.7D-03  5.877D-09  7.139D-10
 4858 6328     0     0  con    0  1.0D+00  3.3D-03  1.225D-08  7.136D-10
 4859 6329     0     0  con    0  1.0D+00  6.2D-03  1.766D-08  7.129D-10
 4860 6330     0     0  con    0  1.0D+00  9.2D-03  2.195D-08  7.118D-10
 4861 6332     0     0  con    1  1.9D-01  3.4D-03  2.798D-08  7.115D-10
 4862 6333     0     0  con    0  1.0D+00  5.9D-03  1.184D-08  7.107D-10
 4863 6334     0     0  con    0  1.0D+00  1.0D-03  3.228D-09  7.103D-10
 4864 6335     0     0  con    0  1.0D+00  3.2D-03  6.895D-09  7.102D-10
 4865 6336     0     0  con    0  1.0D+00  2.6D-03  1.099D-08  7.101D-10
 4866 6337     0     0  con    0  1.0D+00  3.3D-03  5.254D-09  7.101D-10
 4867 6338     0     0  con    0  1.0D+00  3.7D-04  4.169D-09  7.100D-10
 4868 6339     0     0  con    0  1.0D+00  8.2D-04  4.279D-09  7.099D-10
 4869 6340     0     0  con    0  1.0D+00  1.2D-03  6.162D-09  7.097D-10
 4870 6341     0     0  con    0  1.0D+00  1.8D-03  1.149D-08  7.091D-10
 4871 6342     0     0  con    0  1.0D+00  5.7D-03  6.558D-09  7.084D-10
 4872 6343     0     0  con    0  1.0D+00  1.4D-02  8.197D-09  7.074D-10
 4873 6345     0     0  con    1  2.5D-01  1.0D-03  1.203D-08  7.072D-10
 4874 6346     0     0  con    0  1.0D+00  4.9D-03  1.764D-08  7.068D-10
 4875 6347     0     0  con    0  1.0D+00  1.5D-03  1.206D-08  7.062D-10
 4876 6348     0     0  con    0  1.0D+00  2.9D-03  8.939D-09  7.058D-10
 4877 6349     0     0  con    0  1.0D+00  3.7D-03  5.728D-09  7.051D-10
 4878 6350     0     0  con    0  1.0D+00  1.6D-03  5.259D-09  7.048D-10
 4879 6351     0     0  con    0  1.0D+00  4.8D-03  1.694D-08  7.045D-10
 4880 6352     0     0  con    0  1.0D+00  1.1D-03  5.782D-09  7.043D-10
 4881 6353     0     0  con    0  1.0D+00  4.3D-03  1.912D-09  7.042D-10
 4882 6354     0     0  con    0  1.0D+00  2.1D-03  2.506D-09  7.042D-10
