RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          479     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 4883 6355     0     0  con    0  1.0D+00  3.6D-03  2.955D-09  7.042D-10
 4884 6356     0     0  con    0  1.0D+00  2.3D-03  5.130D-09  7.041D-10
 4885 6357     0     0  con    0  1.0D+00  3.2D-03  5.308D-09  7.039D-10
 4886 6358     0     0  con    0  1.0D+00  9.2D-04  1.014D-08  7.036D-10
 4887 6359     0     0  con    0  1.0D+00  2.2D-03  6.225D-09  7.035D-10
 4888 6360     0     0  con    0  1.0D+00  2.7D-03  4.298D-09  7.032D-10
 4889 6361     0     0  con    0  1.0D+00  9.9D-04  5.432D-09  7.031D-10
 4890 6362     0     0  con    0  1.0D+00  3.7D-03  9.883D-09  7.028D-10
 4891 6363     0     0  con    0  1.0D+00  6.2D-03  7.069D-09  7.024D-10
 4892 6364     0     0  con    0  1.0D+00  4.7D-03  7.342D-09  7.023D-10
 4893 6365     0     0  con    0  1.0D+00  2.9D-03  4.605D-09  7.022D-10
 4894 6366     0     0  con    0  1.0D+00  2.2D-04  5.842D-09  7.021D-10
 4895 6367     0     0  con    0  1.0D+00  1.1D-03  1.290D-08  7.019D-10
 4896 6368     0     0  con    0  1.0D+00  2.6D-03  1.767D-08  7.014D-10
 4897 6369     0     0  con    0  1.0D+00  1.5D-03  9.626D-09  7.009D-10
 4898 6370     0     0  con    0  1.0D+00  3.5D-03  1.355D-08  7.008D-10
 4899 6371     0     0  con    0  1.0D+00  2.2D-03  3.555D-09  7.005D-10
 4900 6372     0     0  con    0  1.0D+00  7.1D-04  5.260D-09  7.005D-10
 4901 6373     0     0  con    0  1.0D+00  1.1D-03  8.735D-09  7.004D-10
 4902 6374     0     0  con    0  1.0D+00  1.4D-03  1.479D-08  7.001D-10
 4903 6375     0     0  con    0  1.0D+00  2.0D-03  1.286D-08  6.998D-10
 4904 6377     0     0  con    1  3.6D-01  1.2D-03  1.965D-08  6.996D-10
 4905 6378     0     0  con    0  1.0D+00  5.6D-04  6.727D-09  6.994D-10
 4906 6379     0     0  con    0  1.0D+00  1.5D-03  6.020D-09  6.992D-10
 4907 6380     0     0  con    0  1.0D+00  9.3D-04  8.632D-09  6.992D-10
 4908 6381     0     0  con    0  1.0D+00  2.4D-03  1.367D-08  6.990D-10
 4909 6382     0     0  con    0  1.0D+00  3.0D-03  7.996D-09  6.989D-10
 4910 6383     0     0  con    0  1.0D+00  7.4D-04  5.595D-09  6.987D-10
 4911 6384     0     0  con    0  1.0D+00  1.2D-03  5.892D-09  6.985D-10
 4912 6385     0     0  con    0  1.0D+00  1.7D-03  6.336D-09  6.981D-10
 4913 6386     0     0  con    0  1.0D+00  4.6D-03  5.423D-09  6.977D-10
 4914 6387     0     0  con    0  1.0D+00  4.3D-03  9.950D-09  6.972D-10
 4915 6388     0     0  con    0  1.0D+00  4.5D-03  8.670D-09  6.969D-10
 4916 6389     0     0  con    0  1.0D+00  3.2D-03  1.021D-08  6.967D-10
 4917 6390     0     0  con    0  1.0D+00  2.5D-03  1.498D-08  6.964D-10
 4918 6391     0     0  con    0  1.0D+00  3.0D-03  1.097D-08  6.961D-10
 4919 6392     0     0  con    0  1.0D+00  4.0D-03  2.800D-09  6.957D-10
 4920 6393     0     0  con    0  1.0D+00  1.7D-03  2.309D-09  6.956D-10
 4921 6394     0     0  con    0  1.0D+00  1.0D-03  5.803D-09  6.954D-10
 4922 6395     0     0  con    0  1.0D+00  1.6D-03  1.084D-08  6.950D-10
 4923 6396     0     0  con    0  1.0D+00  1.9D-03  1.058D-08  6.945D-10
 4924 6398     0     0  con    1  4.1D-01  3.1D-03  3.843D-08  6.931D-10
 4925 6399     0     0  con    0  1.0D+00  9.7D-03  3.213D-08  6.906D-10
 4926 6400     0     0  con    0  1.0D+00  2.4D-03  8.634D-09  6.895D-10
 4927 6401     0     0  con    0  1.0D+00  4.6D-03  5.050D-09  6.888D-10
 4928 6402     0     0  con    0  1.0D+00  2.5D-03  3.236D-09  6.886D-10
 4929 6403     0     0  con    0  1.0D+00  1.8D-03  1.562D-08  6.884D-10
 4930 6404     0     0  con    0  1.0D+00  1.6D-03  9.315D-09  6.882D-10
 4931 6405     0     0  con    0  1.0D+00  3.9D-03  8.002D-09  6.878D-10
 4932 6406     0     0  con    0  1.0D+00  7.7D-03  9.126D-09  6.867D-10
 4933 6408     0     0  con    1  2.3D-01  2.4D-03  1.659D-08  6.864D-10
 4934 6409     0     0  con    0  1.0D+00  2.7D-03  1.213D-08  6.852D-10
 4935 6410     0     0  con    0  1.0D+00  5.7D-03  1.081D-08  6.840D-10
 4936 6411     0     0  con    0  1.0D+00  7.8D-03  1.534D-08  6.837D-10
 4937 6412     0     0  con    0  1.0D+00  1.7D-03  4.640D-09  6.834D-10
 4938 6413     0     0  con    0  1.0D+00  1.3D-03  3.578D-09  6.834D-10
 4939 6414     0     0  con    0  1.0D+00  1.0D-03  2.191D-09  6.833D-10
 4940 6416     0     0  con    1  2.8D-01  2.7D-04  5.899D-09  6.833D-10
 4941 6417     0     0  con    0  1.0D+00  4.6D-04  2.159D-09  6.832D-10
 4942 6418     0     0  con    0  1.0D+00  1.2D-03  2.629D-09  6.831D-10
 4943 6419     0     0  con    0  1.0D+00  2.3D-03  3.240D-09  6.831D-10
 4944 6420     0     0  con    0  1.0D+00  1.0D-03  4.941D-09  6.830D-10
 4945 6421     0     0  con    0  1.0D+00  1.9D-03  4.781D-09  6.828D-10
 4946 6423     0     0  con    1  2.4D-01  1.6D-03  8.187D-09  6.827D-10
 4947 6424     0     0  con    0  1.0D+00  2.7D-03  5.120D-09  6.825D-10
 4948 6425     0     0  con    0  1.0D+00  4.8D-03  3.728D-09  6.823D-10
 4949 6426     0     0  con    0  1.0D+00  2.4D-03  4.218D-09  6.822D-10
 4950 6427     0     0  con    0  1.0D+00  4.1D-03  8.580D-09  6.822D-10
 4951 6428     0     0  con    0  1.0D+00  7.9D-04  5.136D-09  6.819D-10
 4952 6429     0     0  con    0  1.0D+00  1.6D-03  2.720D-09  6.818D-10
 4953 6430     0     0  con    0  1.0D+00  1.7D-03  9.563D-09  6.818D-10
 4954 6431     0     0  con    0  1.0D+00  1.9D-04  7.393D-09  6.817D-10
 4955 6432     0     0  con    0  1.0D+00  1.6D-04  2.818D-09  6.817D-10
 4956 6433     0     0  con    0  1.0D+00  5.9D-05  1.577D-09  6.816D-10
 4957 6434     0     0  con    0  1.0D+00  4.1D-04  4.788D-09  6.816D-10
 4958 6435     0     0  con    0  1.0D+00  5.1D-04  8.417D-09  6.815D-10
 4959 6436     0     0  con    0  1.0D+00  1.5D-03  1.245D-08  6.815D-10
 4960 6437     0     0  con    0  1.0D+00  3.7D-04  3.584D-09  6.814D-10
 4961 6438     0     0  con    0  1.0D+00  1.3D-04  1.432D-09  6.814D-10
 4962 6439     0     0  con    0  1.0D+00  6.5D-05  3.410D-09  6.813D-10
 4963 6440     0     0  con    0  1.0D+00  2.7D-04  4.518D-09  6.813D-10
 4964 6442     0     0  con    1  1.9D-01  1.5D-05  4.850D-09  6.813D-10
 4965 6443     0     0  con    0  1.0D+00  2.1D-04  1.910D-09  6.813D-10
 4966 6444     0     0  con    0  1.0D+00  2.1D-04  1.917D-09  6.813D-10
 4967 6445     0     0  con    0  1.0D+00  3.1D-04  2.877D-09  6.813D-10
 4968 6446     0     0  con    0  1.0D+00  3.2D-04  4.111D-09  6.812D-10
 4969 6447     0     0  con    0  1.0D+00  6.7D-04  5.326D-09  6.812D-10
 4970 6449     0     0  con    1  4.3D-01  6.6D-04  7.034D-09  6.811D-10
 4971 6450     0     0  con    0  1.0D+00  8.6D-04  4.523D-09  6.810D-10
 4972 6451     0     0  con    0  1.0D+00  1.3D-03  5.249D-09  6.809D-10
 4973 6453     0     0  con    1  1.9D-01  5.5D-04  1.680D-09  6.808D-10
 4974 6454     0     0  con    0  1.0D+00  7.5D-04  1.803D-09  6.807D-10
 4975 6456     0     0  con    1  2.8D-01  1.0D-03  2.473D-09  6.807D-10
 4976 6457     0     0  con    0  1.0D+00  6.9D-04  5.144D-09  6.806D-10
 4977 6458     0     0  con    0  1.0D+00  6.9D-05  2.502D-09  6.806D-10
 4978 6459     0     0  con    0  1.0D+00  5.5D-04  3.020D-09  6.805D-10
 4979 6460     0     0  con    0  1.0D+00  1.2D-03  3.201D-09  6.805D-10
 4980 6461     0     0  con    0  1.0D+00  1.6D-03  3.214D-09  6.804D-10
 4981 6462     0     0  con    0  1.0D+00  3.6D-03  1.776D-09  6.802D-10
 4982 6464     0     0  con    1  1.9D-01  4.0D-04  6.411D-09  6.802D-10
 4983 6465     0     0  con    0  1.0D+00  2.2D-03  5.051D-09  6.801D-10
 4984 6467     0     0  con    1  2.1D-01  3.3D-04  5.242D-09  6.800D-10
 4985 6468     0     0  con    0  1.0D+00  8.8D-04  3.901D-09  6.800D-10
 4986 6469     0     0  con    0  1.0D+00  2.0D-04  2.504D-09  6.800D-10
 4987 6470     0     0  con    0  1.0D+00  5.8D-04  1.705D-09  6.800D-10
 4988 6472     0     0  con    1  2.8D-01  7.3D-05  1.370D-09  6.800D-10
 4989 6474     0     0  con    1  2.6D-01  3.9D-05  1.440D-09  6.800D-10
 4990 6479     0     0  con    4  4.3D-02  2.2D-05  1.261D-09  6.800D-10
 4991 6481     0     0  con    1  2.0D-01  8.6D-05  1.052D-09  6.800D-10
 4992 6485     0     0  con    3  1.2D-01  6.7D-05  9.279D-10  6.800D-10
 4993 6487     0     0  con    1  1.8D-01  8.9D-05  7.509D-10  6.800D-10
 4994 6511     1     0  ---    3  8.5D+01  2.1D-07  4.365D-10  6.800D-10
 4995 6512     0     0  con    0  1.0D+00  5.4D-07  5.807D-10  6.800D-10
 4996 6513     0     0  con    0  1.0D+00  8.6D-07  7.270D-10  6.800D-10
 4997 6514     0     0  con    0  1.0D+00  3.0D-06  1.106D-09  6.800D-10
 4998 6515     0     0  con    0  1.0D+00  5.9D-06  1.303D-09  6.799D-10
 4999 6516     0     0  con    0  1.0D+00  1.2D-05  1.919D-09  6.799D-10
 5000 6518     0     0  con    1  4.6D-01  1.1D-05  2.488D-09  6.799D-10
 5001 6519     0     0  con    0  1.0D+00  1.9D-05  1.311D-09  6.799D-10
 5002 6520     0     0  con    0  1.0D+00  1.8D-05  1.336D-09  6.799D-10
 5003 6521     0     0  con    0  1.0D+00  2.2D-05  2.104D-09  6.799D-10
 5004 6522     0     0  con    0  1.0D+00  3.2D-05  2.833D-09  6.799D-10
 5005 6523     0     0  con    0  1.0D+00  7.2D-05  4.083D-09  6.798D-10
 5006 6524     0     0  con    0  1.0D+00  1.5D-04  4.410D-09  6.797D-10
 5007 6526     0     0  con    1  5.1D-01  2.2D-04  1.392D-08  6.796D-10
 5008 6527     0     0  con    0  1.0D+00  3.4D-04  1.028D-08  6.794D-10
 5009 6528     0     0  con    0  1.0D+00  2.5D-04  2.584D-09  6.792D-10
 5010 6529     0     0  con    0  1.0D+00  1.3D-04  1.982D-09  6.791D-10
 5011 6530     0     0  con    0  1.0D+00  4.9D-05  4.884D-09  6.791D-10
 5012 6531     0     0  con    0  1.0D+00  7.7D-06  1.414D-09  6.791D-10
 5013 6532     0     0  con    0  1.0D+00  4.4D-06  1.409D-09  6.791D-10
 5014 6533     0     0  con    0  1.0D+00  1.5D-05  1.556D-09  6.791D-10
 5015 6534     0     0  con    0  1.0D+00  4.9D-05  2.051D-09  6.790D-10
 5016 6535     0     0  con    0  1.0D+00  1.3D-04  3.784D-09  6.789D-10
 5017 6537     0     0  con    1  1.2D-01  1.3D-04  3.120D-09  6.789D-10
 5018 6538     0     0  con    0  1.0D+00  8.8D-05  1.070D-09  6.788D-10
 5019 6539     0     0  con    0  1.0D+00  9.1D-05  2.912D-09  6.788D-10
 5020 6541     0     0  con    1  4.0D-01  2.9D-05  1.079D-09  6.788D-10
 5021 6542     0     0  con    0  1.0D+00  1.2D-05  1.316D-09  6.788D-10
 5022 6543     0     0  con    0  1.0D+00  7.1D-05  2.067D-09  6.788D-10
 5023 6545     0     0  con    1  3.5D-01  6.2D-05  2.308D-09  6.788D-10
 5024 6546     0     0  con    0  1.0D+00  1.2D-04  1.526D-09  6.788D-10
 5025 6547     0     0  con    0  1.0D+00  1.4D-04  1.383D-09  6.788D-10
 5026 6548     0     0  con    0  1.0D+00  1.8D-04  2.774D-09  6.787D-10
 5027 6549     0     0  con    0  1.0D+00  7.5D-05  2.241D-09  6.787D-10
 5028 6550     0     0  con    0  1.0D+00  5.8D-05  1.164D-09  6.787D-10
 5029 6551     0     0  con    0  1.0D+00  9.4D-05  1.100D-09  6.787D-10
 5030 6552     0     0  con    0  1.0D+00  6.6D-05  1.444D-09  6.786D-10
 5031 6553     0     0  con    0  1.0D+00  8.4D-05  2.052D-09  6.786D-10
 5032 6555     0     0  con    1  3.2D-01  8.9D-05  3.774D-09  6.786D-10
 5033 6556     0     0  con    0  1.0D+00  1.3D-04  3.670D-09  6.785D-10
 5034 6557     0     0  con    0  1.0D+00  2.7D-04  9.770D-09  6.784D-10
 5035 6558     0     0  con    0  1.0D+00  5.0D-04  5.081D-09  6.782D-10
 5036 6559     0     0  con    0  1.0D+00  1.5D-03  5.536D-09  6.778D-10
 5037 6560     0     0  con    0  1.0D+00  1.9D-03  6.396D-09  6.773D-10
 5038 6562     0     0  con    1  4.1D-01  1.1D-03  5.943D-09  6.770D-10
 5039 6563     0     0  con    0  1.0D+00  9.7D-04  1.655D-09  6.767D-10
 5040 6564     0     0  con    0  1.0D+00  3.2D-04  1.586D-09  6.767D-10
 5041 6565     0     0  con    0  1.0D+00  2.8D-04  1.301D-09  6.766D-10
 5042 6566     0     0  con    0  1.0D+00  7.4D-05  4.837D-10  6.766D-10
 5043 6567     0     0  con    0  1.0D+00  1.9D-05  5.345D-10  6.766D-10
 5044 6568     0     0  con    0  1.0D+00  3.2D-05  2.020D-09  6.766D-10
 5045 6584     0     0  con   15  1.4D-09  1.5D-13  2.020D-09  6.766D-10
 5046 6607     1     0  ---    2  2.1D+01  8.4D-08  1.849D-09  6.766D-10
 5047 6608     0     0  con    0  1.0D+00  8.2D-07  3.892D-10  6.766D-10
 5048 6609     0     0  con    0  1.0D+00  3.8D-07  4.081D-10  6.766D-10
 5049 6610     0     0  con    0  1.0D+00  2.7D-06  1.591D-09  6.766D-10
 5050 6611     0     0  con    0  1.0D+00  3.9D-06  2.341D-09  6.766D-10
 5051 6612     0     0  con    0  1.0D+00  1.6D-05  3.384D-09  6.766D-10
 5052 6613     0     0  con    0  1.0D+00  1.4D-05  3.257D-09  6.766D-10
 5053 6614     0     0  con    0  1.0D+00  1.4D-05  1.654D-09  6.766D-10
 5054 6615     0     0  con    0  1.0D+00  2.2D-05  1.654D-09  6.766D-10
 5055 6616     0     0  con    0  1.0D+00  2.0D-05  2.135D-09  6.765D-10
 5056 6617     0     0  con    0  1.0D+00  6.1D-05  3.641D-09  6.765D-10
 5057 6618     0     0  con    0  1.0D+00  1.3D-04  5.647D-09  6.764D-10
 5058 6619     0     0  con    0  1.0D+00  2.6D-04  4.968D-09  6.762D-10
 5059 6620     0     0  con    0  1.0D+00  2.9D-04  9.124D-09  6.761D-10
 5060 6621     0     0  con    0  1.0D+00  8.1D-05  4.029D-09  6.759D-10
 5061 6622     0     0  con    0  1.0D+00  6.2D-05  2.071D-09  6.759D-10
 5062 6623     0     0  con    0  1.0D+00  5.9D-05  2.847D-09  6.758D-10
 5063 6624     0     0  con    0  1.0D+00  1.5D-04  7.535D-09  6.758D-10
 5064 6625     0     0  con    0  1.0D+00  5.6D-05  1.885D-09  6.757D-10
 5065 6626     0     0  con    0  1.0D+00  2.5D-05  1.279D-09  6.757D-10
 5066 6627     0     0  con    0  1.0D+00  6.3D-06  2.658D-09  6.757D-10
 5067 6628     0     0  con    0  1.0D+00  4.2D-05  6.205D-09  6.757D-10
 5068 6629     0     0  con    0  1.0D+00  1.1D-04  7.858D-09  6.756D-10
 5069 6630     0     0  con    0  1.0D+00  2.1D-04  5.243D-09  6.755D-10
 5070 6632     0     0  con    1  1.1D-01  2.5D-05  5.055D-09  6.755D-10
 5071 6633     0     0  con    0  1.0D+00  1.1D-04  1.917D-09  6.754D-10
 5072 6634     0     0  con    0  1.0D+00  1.7D-05  9.990D-10  6.754D-10
 5073 6635     0     0  con    0  1.0D+00  5.3D-06  2.113D-09  6.754D-10
 5074 6636     0     0  con    0  1.0D+00  1.2D-05  3.556D-09  6.754D-10
 5075 6637     0     0  con    0  1.0D+00  3.3D-05  5.762D-09  6.754D-10
 5076 6638     0     0  con    0  1.0D+00  8.6D-05  8.013D-09  6.754D-10
 5077 6639     0     0  con    0  1.0D+00  1.5D-04  1.240D-08  6.753D-10
 5078 6640     0     0  con    0  1.0D+00  5.2D-04  7.891D-09  6.751D-10
 5079 6641     0     0  con    0  1.0D+00  1.2D-04  6.715D-09  6.750D-10
 5080 6642     0     0  con    0  1.0D+00  4.5D-05  1.781D-09  6.749D-10
 5081 6643     0     0  con    0  1.0D+00  1.5D-04  4.541D-09  6.749D-10
 5082 6645     0     0  con    1  4.2D-01  3.1D-05  2.734D-09  6.749D-10
 5083 6646     0     0  con    0  1.0D+00  7.2D-05  2.095D-09  6.749D-10
 5084 6647     0     0  con    0  1.0D+00  1.4D-04  4.210D-09  6.748D-10
 5085 6648     0     0  con    0  1.0D+00  1.4D-04  3.438D-09  6.748D-10
 5086 6649     0     0  con    0  1.0D+00  5.8D-05  1.462D-09  6.748D-10
 5087 6650     0     0  con    0  1.0D+00  2.7D-05  6.608D-10  6.748D-10
 5088 6651     0     0  con    0  1.0D+00  6.5D-05  2.150D-09  6.748D-10
 5089 6652     0     0  con    0  1.0D+00  2.3D-04  3.198D-09  6.747D-10
 5090 6654     0     0  con    1  4.8D-01  6.2D-05  2.956D-09  6.747D-10
 5091 6655     0     0  con    0  1.0D+00  2.0D-04  9.733D-10  6.747D-10
 5092 6656     0     0  con    0  1.0D+00  3.9D-05  3.086D-10  6.747D-10
 5093 6657     0     0  con    0  1.0D+00  2.9D-05  1.163D-09  6.747D-10
 5094 6658     0     0  con    0  1.0D+00  2.9D-05  1.549D-09  6.747D-10
 5095 6659     0     0  con    0  1.0D+00  3.2D-05  1.983D-09  6.747D-10
 5096 6660     0     0  con    0  1.0D+00  1.0D-04  3.038D-09  6.746D-10
 5097 6661     0     0  con    0  1.0D+00  8.2D-05  2.876D-09  6.746D-10
 5098 6663     0     0  con    1  1.2D-01  2.2D-05  3.536D-09  6.746D-10
 5099 6664     0     0  con    0  1.0D+00  5.1D-05  1.162D-09  6.746D-10
 5100 6665     0     0  con    0  1.0D+00  2.5D-05  5.979D-10  6.746D-10
 5101 6666     0     0  con    0  1.0D+00  1.6D-05  9.912D-10  6.746D-10
 5102 6667     0     0  con    0  1.0D+00  1.7D-05  1.587D-09  6.746D-10
 5103 6668     0     0  con    0  1.0D+00  3.1D-05  2.488D-09  6.745D-10
 5104 6669     0     0  con    0  1.0D+00  4.8D-05  3.107D-09  6.745D-10
 5105 6670     0     0  con    0  1.0D+00  8.6D-05  4.236D-09  6.745D-10
 5106 6671     0     0  con    0  1.0D+00  2.4D-04  3.879D-09  6.745D-10
 5107 6672     0     0  con    0  1.0D+00  2.0D-04  2.955D-09  6.744D-10
 5108 6673     0     0  con    0  1.0D+00  1.4D-04  4.340D-09  6.744D-10
 5109 6674     0     0  con    0  1.0D+00  2.9D-04  2.712D-09  6.743D-10
 5110 6676     0     0  con    1  1.8D-01  3.2D-05  2.937D-09  6.743D-10
 5111 6678     0     0  con    1  2.3D-01  1.9D-05  2.762D-09  6.743D-10
 5112 6680     0     0  con    1  2.0D-01  2.1D-05  2.356D-09  6.743D-10
 5113 6682     0     0  con    1  1.8D-01  1.9D-05  1.772D-09  6.743D-10
 5114 6705     1     0  ---    2  2.1D+01  1.0D-07  1.634D-09  6.743D-10
 5115 6706     0     0  con    0  1.0D+00  9.5D-07  6.449D-10  6.743D-10
 5116 6707     0     0  con    0  1.0D+00  5.2D-07  6.955D-10  6.743D-10
 5117 6708     0     0  con    0  1.0D+00  4.3D-06  1.360D-09  6.743D-10
 5118 6710     0     0  con    1  2.5D-01  1.3D-06  1.332D-09  6.743D-10
 5119 6711     0     0  con    0  1.0D+00  1.8D-05  3.254D-09  6.743D-10
 5120 6713     0     0  con    1  1.8D-01  3.5D-06  2.612D-09  6.743D-10
 5121 6714     0     0  con    0  1.0D+00  8.1D-06  1.785D-09  6.743D-10
 5122 6715     0     0  con    0  1.0D+00  6.2D-06  1.307D-09  6.743D-10
 5123 6716     0     0  con    0  1.0D+00  6.9D-06  1.277D-09  6.743D-10
 5124 6717     0     0  con    0  1.0D+00  1.3D-05  1.560D-09  6.743D-10
 5125 6718     0     0  con    0  1.0D+00  2.3D-05  1.719D-09  6.743D-10
 5126 6719     0     0  con    0  1.0D+00  3.5D-05  9.667D-10  6.743D-10
 5127 6720     0     0  con    0  1.0D+00  2.8D-05  7.056D-10  6.743D-10
 5128 6721     0     0  con    0  1.0D+00  1.6D-05  2.334D-09  6.742D-10
 5129 6722     0     0  con    0  1.0D+00  1.3D-05  2.232D-09  6.742D-10
 5130 6723     0     0  con    0  1.0D+00  3.2D-05  1.992D-09  6.742D-10
 5131 6724     0     0  con    0  1.0D+00  4.4D-05  1.108D-09  6.742D-10
 5132 6725     0     0  con    0  1.0D+00  4.0D-05  1.926D-09  6.741D-10
 5133 6726     0     0  con    0  1.0D+00  6.1D-05  3.260D-09  6.741D-10
 5134 6727     0     0  con    0  1.0D+00  8.4D-05  3.025D-09  6.741D-10
 5135 6729     0     0  con    1  3.3D-01  3.2D-05  5.256D-09  6.740D-10
 5136 6730     0     0  con    0  1.0D+00  3.0D-05  1.856D-09  6.740D-10
 5137 6731     0     0  con    0  1.0D+00  7.8D-06  4.852D-10  6.740D-10
 5138 6745     0     0  con   13  5.2D-08  3.0D-13  4.852D-10  6.740D-10
 5139 6747     0     0  con    1  2.5D-01  2.2D-06  4.413D-10  6.740D-10
 5140 6749     0     0  con    1  2.2D-01  2.4D-06  4.726D-10  6.740D-10
 5141 6751     0     0  con    1  3.7D-01  3.3D-06  1.139D-09  6.740D-10
 5142 6752     0     0  con    0  1.0D+00  6.2D-06  1.041D-09  6.740D-10
 5143 6753     0     0  con    0  1.0D+00  5.9D-06  1.265D-09  6.740D-10
 5144 6754     0     0  con    0  1.0D+00  7.1D-05  2.837D-09  6.740D-10
 5145 6755     0     0  con    0  1.0D+00  7.1D-05  1.724D-09  6.740D-10
 5146 6756     0     0  con    0  1.0D+00  9.1D-05  2.881D-09  6.739D-10
 5147 6758     0     0  con    1  4.5D-01  4.9D-05  1.806D-09  6.739D-10
 5148 6759     0     0  con    0  1.0D+00  1.4D-05  6.448D-10  6.739D-10
 5149 6760     0     0  con    0  1.0D+00  7.4D-06  4.637D-10  6.739D-10
 5150 6761     0     0  con    0  1.0D+00  2.2D-05  5.746D-10  6.739D-10
 5151 6762     0     0  con    0  1.0D+00  3.3D-05  8.484D-10  6.739D-10
 5152 6763     0     0  con    0  1.0D+00  6.7D-05  2.438D-09  6.738D-10
 5153 6764     0     0  con    0  1.0D+00  1.5D-04  3.208D-09  6.738D-10
 5154 6765     0     0  con    0  1.0D+00  1.2D-05  1.180D-09  6.738D-10
 5155 6766     0     0  con    0  1.0D+00  2.1D-05  1.391D-09  6.738D-10
 5156 6767     0     0  con    0  1.0D+00  2.9D-05  1.271D-09  6.738D-10
 5157 6768     0     0  con    0  1.0D+00  1.0D-04  2.410D-09  6.738D-10
 5158 6770     0     0  con    1  2.1D-01  2.8D-05  1.365D-09  6.738D-10
 5159 6771     0     0  con    0  1.0D+00  9.0D-05  1.800D-09  6.737D-10
 5160 6772     0     0  con    0  1.0D+00  7.2D-05  3.109D-09  6.737D-10
 5161 6773     0     0  con    0  1.0D+00  1.9D-05  1.448D-09  6.737D-10
 5162 6774     0     0  con    0  1.0D+00  9.2D-06  1.219D-09  6.737D-10
 5163 6775     0     0  con    0  1.0D+00  3.6D-05  1.449D-09  6.737D-10
 5164 6776     0     0  con    0  1.0D+00  1.1D-04  1.782D-09  6.737D-10
 5165 6778     0     0  con    1  1.3D-01  4.7D-05  2.451D-09  6.737D-10
 5166 6779     0     0  con    0  1.0D+00  1.8D-04  1.999D-09  6.737D-10
 5167 6780     0     0  con    0  1.0D+00  1.5D-04  2.194D-09  6.737D-10
 5168 6781     0     0  con    0  1.0D+00  9.2D-05  1.054D-09  6.737D-10
 5169 6782     0     0  con    0  1.0D+00  5.4D-05  1.234D-09  6.737D-10
 5170 6783     0     0  con    0  1.0D+00  2.2D-05  1.420D-09  6.737D-10
 5171 6785     0     0  con    1  2.9D-01  3.0D-05  1.276D-09  6.737D-10
 5172 6786     0     0  con    0  1.0D+00  2.3D-05  1.022D-09  6.736D-10
 5173 6787     0     0  con    0  1.0D+00  2.3D-05  7.381D-10  6.736D-10
 5174 6788     0     0  con    0  1.0D+00  4.2D-05  1.605D-09  6.736D-10
 5175 6790     0     0  con    1  1.4D-01  4.0D-05  1.966D-09  6.736D-10
 5176 6791     0     0  con    0  1.0D+00  7.8D-05  1.756D-09  6.736D-10
 5177 6793     0     0  con    1  1.7D-01  2.1D-05  3.307D-09  6.736D-10
 5178 6794     0     0  con    0  1.0D+00  6.0D-05  1.698D-09  6.736D-10
 5179 6795     0     0  con    0  1.0D+00  2.5D-05  1.023D-09  6.736D-10
